donor_name_e,recipient_name_e,value,marker
All DAC members,India,3 533.3339839540,environment
Japan,India,2 151.3170526515,environment
All DAC members,Bangladesh,1 975.4671451967,environment
Japan,Bangladesh,1 288.2802400622,environment
Germany,India,1 052.4582979344,environment
All DAC members,Colombia,901.3937452737,environment
All DAC members,Indonesia,728.2129168399,environment
All DAC members,Ethiopia,692.0899402608,environment
All DAC members,Mexico,668.7197970035,environment
All DAC members,Morocco,640.5913288416,environment
All DAC members,Türkiye,640.5784842548,environment
All DAC members,Egypt,636.7829117347,environment
All DAC members,Viet Nam,592.4204677448,environment
France,Morocco,550.8714565335,environment
France,Mexico,465.0618223935,environment
France,Bangladesh,437.6439781230,environment
Japan,Myanmar,428.0057498897,environment
Germany,Jordan,351.0670754017,environment
France,Colombia,347.3136275253,environment
Germany,China (People's Republic of),336.5184080482,environment
France,Indonesia,316.5683708662,environment
Germany,Colombia,302.2360500317,environment
France,Brazil,294.1685821031,environment
France,Côte d'Ivoire,285.8088442767,environment
France,Egypt,282.9627136613,environment
Germany,Peru,263.7232404260,environment
France,Türkiye,259.2050091081,environment
France,Philippines,241.2208221876,environment
Australia,Papua New Guinea,238.3186956490,environment
United States,Ethiopia,197.0571066570,environment
Japan,Türkiye,160.1633263031,environment
Korea,Egypt,142.3660694734,environment
EU Institutions,Mozambique,141.1340683334,environment
Germany,Tunisia,140.0320021864,environment
Germany,Afghanistan,136.9866250704,environment
Germany,Serbia,134.3160658578,environment
Germany,Lebanon,133.8709995549,environment
Germany,Ethiopia,131.3824976559,environment
Korea,Cambodia,125.1101221197,environment
United Kingdom,Ethiopia,122.1401871999,environment
EU Institutions,Türkiye,118.6296448156,environment
EU Institutions,Serbia,116.8418613126,environment
Australia,Indonesia,108.7217364224,environment
EU Institutions,Ukraine,108.2810300453,environment
EU Institutions,Tanzania,103.6686202328,environment
Japan,Brazil,101.5864491159,environment
Japan,Egypt,91.4893741386,environment
EU Institutions,Viet Nam,90.0601864828,environment
United States,Yemen,86.6163932974,environment
United States,South Sudan,84.9269262924,environment
EU Institutions,Democratic Republic of the Congo,84.8701931307,environment
United States,Nigeria,83.7001078302,environment
EU Institutions,North Macedonia,78.3175835910,environment
Korea,India,78.1275882768,environment
Japan,Uzbekistan,76.5646906035,environment
United States,Philippines,74.9552274584,environment
Norway,Brazil,74.2951431464,environment
EU Institutions,Haiti,74.2515993743,environment
Canada,Afghanistan,74.0904975293,environment
EU Institutions,Mali,72.4404717195,environment
Korea,Ghana,70.0569499580,environment
United Kingdom,Somalia,66.7953529370,environment
Japan,Paraguay,65.5092426726,environment
United Kingdom,South Africa,63.6074544810,environment
United States,Democratic Republic of the Congo,63.1234947619,environment
United Kingdom,Nepal,61.9618214557,environment
Japan,Viet Nam,61.8477052207,environment
United States,Colombia,59.6204861493,environment
United States,Tanzania,59.5331269611,environment
United States,Viet Nam,59.3165889829,environment
United States,Guatemala,58.9756133273,environment
United Kingdom,Colombia,58.5064891322,environment
Australia,Vanuatu,57.0955718717,environment
Belgium,Democratic Republic of the Congo,55.0211608339,environment
Canada,Mali,52.0463540376,environment
Korea,Indonesia,50.2785964927,environment
United Kingdom,Pakistan,49.0790786448,environment
Korea,Colombia,49.0528287631,environment
Australia,Solomon Islands,48.2456013735,environment
Sweden,Somalia,46.0454494545,environment
Korea,Dominican Republic,45.4009071897,environment
Norway,Indonesia,45.3750774912,environment
United Kingdom,Bangladesh,39.3421937634,environment
Korea,Philippines,38.8369486781,environment
Japan,Mexico,38.2293099451,environment
Canada,South Sudan,36.4296729928,environment
Norway,Colombia,36.2065129294,environment
Australia,Fiji,35.0635768625,environment
Canada,Ghana,34.2207245626,environment
Korea,Viet Nam,34.0994704853,environment
Denmark,Kenya,33.3791307562,environment
Sweden,Tanzania,32.8380175868,environment
Austria,Serbia,32.0486786397,environment
Korea,Myanmar,31.1337033062,environment
United Kingdom,Saint Helena,30.8520637679,environment
Switzerland,Niger,29.4644370187,environment
United Kingdom,India,28.7318372339,environment
Canada,Bangladesh,27.8986829854,environment
Denmark,Burkina Faso,27.4155768713,environment
Belgium,Uganda,27.0172469322,environment
Australia,Cambodia,25.5592649042,environment
Norway,Mozambique,25.5041716329,environment
Australia,Viet Nam,24.2903637978,environment
Canada,Senegal,24.1541001202,environment
Italy,Mozambique,24.0065928314,environment
Australia,Bangladesh,23.3726222330,environment
Switzerland,Lao People's Democratic Republic,23.0067230739,environment
Canada,Tanzania,22.9763311452,environment
Canada,Kenya,22.6984055424,environment
Norway,Ethiopia,22.3656340268,environment
Switzerland,Nepal,22.0260718137,environment
Canada,Democratic Republic of the Congo,21.6834822485,environment
Sweden,Mali,21.4917670050,environment
New Zealand,Solomon Islands,21.2036626886,environment
Canada,Burkina Faso,21.1795061418,environment
Italy,Afghanistan,21.1103217915,environment
Sweden,Mozambique,21.0940915316,environment
United Kingdom,Ghana,20.0397790268,environment
Australia,Timor-Leste,20.0009070931,environment
Sweden,Bolivia,19.6274169115,environment
Switzerland,Albania,18.9813339146,environment
Switzerland,Benin,18.6707697262,environment
Belgium,Burundi,18.3514353119,environment
Sweden,Syrian Arab Republic,16.9295966888,environment
Italy,West Bank and Gaza Strip,16.4907757952,environment
Australia,Philippines,16.3175911510,environment
Norway,Peru,15.3385960019,environment
Switzerland,Bosnia and Herzegovina,15.2646808953,environment
Switzerland,Chad,15.0780983428,environment
Italy,Senegal,14.7805529538,environment
Norway,Somalia,14.6868823553,environment
Italy,Ethiopia,14.5868376612,environment
Ireland,Malawi,14.4680685913,environment
Italy,Somalia,14.3356003051,environment
Ireland,Ethiopia,14.1821322589,environment
Italy,Pakistan,14.0725344200,environment
Belgium,Burkina Faso,14.0517074327,environment
Switzerland,Peru,13.9632830931,environment
Switzerland,Viet Nam,13.9282251642,environment
Switzerland,Burkina Faso,13.8839100333,environment
Italy,Libya,13.6947650115,environment
Netherlands,Ethiopia,13.2178024828,environment
Italy,Lebanon,13.2151722075,environment
Sweden,Colombia,12.5843503604,environment
Sweden,Guatemala,12.4458296213,environment
New Zealand,Kiribati,12.2515925521,environment
Sweden,Ukraine,12.1664808314,environment
Belgium,Mali,11.5459187831,environment
Belgium,Mozambique,11.2366792937,environment
Norway,Tanzania,10.9037817561,environment
Luxembourg,Senegal,10.8492486261,environment
Sweden,Democratic Republic of the Congo,10.8435404362,environment
Italy,Tunisia,10.7164496291,environment
Spain,Bolivia,10.3319271554,environment
New Zealand,Papua New Guinea,10.2857048196,environment
Spain,Guatemala,10.2589564247,environment
Norway,Malawi,10.2267740610,environment
Belgium,West Bank and Gaza Strip,10.0298242855,environment
Denmark,Ukraine,9.9050333897,environment
Netherlands,Rwanda,9.6816827708,environment
Denmark,Mali,9.5556997149,environment
Spain,Peru,8.5835092938,environment
Norway,China (People's Republic of),8.4953625345,environment
Spain,El Salvador,8.2982357285,environment
Spain,Senegal,8.1560318860,environment
Belgium,Kenya,8.0751384225,environment
New Zealand,Timor-Leste,8.0743333436,environment
Spain,Colombia,8.0633281873,environment
New Zealand,Vanuatu,8.0307552125,environment
Belgium,Senegal,8.0208243364,environment
Luxembourg,Niger,7.7621266311,environment
Austria,Mozambique,7.2957005877,environment
Belgium,Ecuador,6.9701982066,environment
New Zealand,Myanmar,6.9044632445,environment
Luxembourg,Lao People's Democratic Republic,6.8498689520,environment
Austria,Uganda,6.7431782931,environment
Spain,Ecuador,6.6932127233,environment
Luxembourg,Burkina Faso,6.1650041439,environment
Spain,Honduras,6.1406486478,environment
Finland,Thailand,6.0786422092,environment
Spain,Nicaragua,6.0266871569,environment
Spain,Mozambique,6.0077817113,environment
Denmark,Ethiopia,5.9504531925,environment
Denmark,Bangladesh,5.7673501050,environment
New Zealand,Fiji,5.7270065399,environment
Iceland,Uganda,5.6610018374,environment
Finland,Ethiopia,5.5414317712,environment
Ireland,Tanzania,5.4535070066,environment
Austria,Türkiye,5.4220189868,environment
Austria,Moldova,5.2606304142,environment
Denmark,Niger,5.1932240440,environment
Denmark,Tanzania,5.1671522498,environment
Iceland,Malawi,5.1638064209,environment
New Zealand,Tuvalu,4.9317012552,environment
Ireland,Mozambique,4.9312575536,environment
Luxembourg,Mali,4.9155501697,environment
Denmark,Lebanon,4.7696789998,environment
Austria,Ethiopia,4.5270615112,environment
Luxembourg,Cabo Verde,4.3138552725,environment
Netherlands,West Bank and Gaza Strip,4.3084572381,environment
Czechia,Ethiopia,4.2857810868,environment
Ireland,Uganda,3.9239364415,environment
Finland,Nepal,3.8956193615,environment
Ireland,Viet Nam,3.8430197432,environment
New Zealand,Samoa,3.8004253155,environment
Austria,Armenia,3.6566506313,environment
Finland,Tanzania,3.3969571115,environment
Ireland,Sudan,3.3965945990,environment
Austria,Mongolia,3.3869887430,environment
Austria,Lao People's Democratic Republic,3.3769676074,environment
Ireland,Kenya,3.3691700911,environment
Austria,India,3.2327219680,environment
Denmark,Indonesia,3.2024599032,environment
Ireland,Sierra Leone,3.1534895373,environment
Ireland,South Sudan,3.0818015539,environment
Czechia,Moldova,3.0069955539,environment
New Zealand,Viet Nam,2.9660970403,environment
Portugal,Cabo Verde,2.9645499289,environment
Czechia,Bosnia and Herzegovina,2.7866332473,environment
Finland,India,2.6532180354,environment
Netherlands,Egypt,2.4193318452,environment
Poland,Albania,2.1289415234,environment
Portugal,Mozambique,1.9225985060,environment
Finland,Uzbekistan,1.8553886374,environment
Luxembourg,Bangladesh,1.6402194980,environment
Portugal,Sao Tome and Principe,1.6351584852,environment
Czechia,Georgia,1.5119530156,environment
Luxembourg,Myanmar,1.4313433295,environment
Finland,Ukraine,1.3023585973,environment
Finland,Zambia,1.2624108375,environment
Finland,Kyrgyzstan,1.0765697186,environment
Finland,Tajikistan,1.0585849930,environment
Poland,Lebanon,1.0122820017,environment
Iceland,Sierra Leone,0.9763021453,environment
Poland,Ukraine,0.9659881632,environment
Poland,Kenya,0.9311308464,environment
Lithuania,Georgia,0.9014358529,environment
Lithuania,Ukraine,0.7633690229,environment
Czechia,Zambia,0.7197953456,environment
Portugal,Angola,0.7158493899,environment
Netherlands,Indonesia,0.6420404914,environment
Luxembourg,Democratic Republic of the Congo,0.6336408450,environment
Slovak Republic,Kenya,0.6161422109,environment
Czechia,Iraq,0.5965654565,environment
Slovak Republic,Moldova,0.5653534641,environment
Luxembourg,Madagascar,0.5339351447,environment
Czechia,Cambodia,0.5264809224,environment
Poland,Moldova,0.5079987367,environment
Czechia,Mali,0.4937428170,environment
Portugal,Guinea-Bissau,0.4708381261,environment
Iceland,Mozambique,0.4628241179,environment
Poland,Tanzania,0.4386319706,environment
Poland,Georgia,0.4192332232,environment
Portugal,Timor-Leste,0.3897806588,environment
Iceland,Liberia,0.3501800810,environment
Portugal,Colombia,0.3194990788,environment
Iceland,Ethiopia,0.3158147552,environment
Slovenia,Bosnia and Herzegovina,0.3023830561,environment
Slovenia,Uganda,0.2964283658,environment
Czechia,Ukraine,0.2883416907,environment
Czechia,Myanmar,0.2874814376,environment
Slovak Republic,Lebanon,0.2670806077,environment
Slovak Republic,Georgia,0.2491970866,environment
Slovenia,Georgia,0.2396811012,environment
Iceland,El Salvador,0.2394032031,environment
Estonia,Burkina Faso,0.1982602578,environment
Slovenia,Ukraine,0.1818107312,environment
Portugal,Côte d'Ivoire,0.1751558178,environment
Iceland,Syrian Arab Republic,0.1700525463,environment
Slovak Republic,Ethiopia,0.1696305569,environment
Slovak Republic,Uganda,0.1687774871,environment
Slovak Republic,Iraq,0.1687123221,environment
Slovenia,Rwanda,0.1618549294,environment
Slovenia,Sudan,0.1618549294,environment
Slovak Republic,Serbia,0.1554672871,environment
Slovak Republic,Ukraine,0.1547244823,environment
Iceland,Burkina Faso,0.1477380150,environment
Slovak Republic,Tanzania,0.1350042174,environment
Portugal,Senegal,0.1325469494,environment
Portugal,Argentina,0.1283399653,environment
Estonia,Kenya,0.1222260426,environment
Lithuania,Mali,0.1216939886,environment
Iceland,South Sudan,0.1206294158,environment
Poland,Belarus,0.1099526064,environment
Slovenia,Madagascar,0.1081217140,environment
Lithuania,Armenia,0.1074050475,environment
Lithuania,Nigeria,0.1031209626,environment
Estonia,Georgia,0.0900612945,environment
Slovenia,Serbia,0.0874727337,environment
Slovenia,Albania,0.0874727337,environment
Netherlands,Ukraine,0.0853276781,environment
Netherlands,Congo,0.0763323040,environment
Poland,Indonesia,0.0722131970,environment
Estonia,Uganda,0.0571817743,environment
Poland,Senegal,0.0483484366,environment
Estonia,Namibia,0.0478897360,environment
Netherlands,Jordan,0.0451811681,environment
Estonia,Moldova,0.0450306473,environment
Netherlands,Bangladesh,0.0380514658,environment
Lithuania,Moldova,0.0324150725,environment
Netherlands,Democratic Republic of the Congo,0.0322351495,environment
Lithuania,Iraq,0.0318742877,environment
Lithuania,Belarus,0.0279881237,environment
Lithuania,Côte d'Ivoire,0.0177501082,environment
Estonia,Ukraine,0.0107215827,environment
Estonia,Ghana,0.0107215827,environment
Lithuania,Bhutan,0.0084998100,environment
Slovenia,Comoros,0.0065528311,environment
Greece,North Macedonia,0.0001721001,environment
Greece,Albania,0.0001721001,environment
All DAC members,India,2 929.208487649,gender
All DAC members,Bangladesh,2 796.911506872,gender
Japan,India,2 171.829925858,gender
Japan,Bangladesh,1 764.097370456,gender
All DAC members,Indonesia,1 282.495837318,gender
All DAC members,Ethiopia,1 254.555551662,gender
All DAC members,Afghanistan,1 251.266119825,gender
All DAC members,Türkiye,1 206.664516328,gender
All DAC members,Tanzania,851.465648016,gender
All DAC members,Jordan,851.461011591,gender
All DAC members,Mali,834.334270923,gender
All DAC members,Kenya,810.268191064,gender
EU Institutions,Türkiye,585.085610105,gender
Germany,India,504.910475739,gender
Japan,Indonesia,492.862038054,gender
Germany,Jordan,399.135216960,gender
France,Morocco,384.956066071,gender
Germany,Indonesia,345.847313337,gender
Germany,Afghanistan,343.815673889,gender
France,Dominican Republic,329.821900390,gender
France,Bangladesh,318.747503517,gender
France,Mexico,314.058405500,gender
Japan,Myanmar,312.658274678,gender
United States,Nigeria,309.493270408,gender
Germany,Lebanon,306.287884380,gender
Germany,Iraq,299.952257112,gender
Germany,Ethiopia,282.238232030,gender
France,Côte d'Ivoire,251.445876380,gender
EU Institutions,Syrian Arab Republic,248.229106535,gender
Germany,Yemen,241.744999372,gender
United States,Afghanistan,239.689077827,gender
United States,Ethiopia,237.352471282,gender
France,Türkiye,235.706916318,gender
France,Brazil,226.661114729,gender
EU Institutions,Ukraine,222.136314453,gender
United Kingdom,Ethiopia,216.266725935,gender
EU Institutions,Mozambique,215.915028377,gender
France,Egypt,215.254530898,gender
EU Institutions,Morocco,212.504971655,gender
United States,Tanzania,205.559590063,gender
Germany,Colombia,198.519632330,gender
France,Kenya,196.122082559,gender
EU Institutions,Tanzania,193.309855339,gender
Germany,Türkiye,193.123061749,gender
Japan,Philippines,191.936238956,gender
United States,Uganda,191.279412482,gender
Australia,Papua New Guinea,190.646216151,gender
France,Mauritius,189.324814312,gender
United States,Kenya,185.567390476,gender
EU Institutions,Mali,168.471639314,gender
EU Institutions,Iraq,157.623233996,gender
EU Institutions,Lebanon,148.860829083,gender
United States,Bangladesh,141.172664603,gender
United States,Democratic Republic of the Congo,138.493535622,gender
EU Institutions,West Bank and Gaza Strip,135.737930288,gender
Canada,Afghanistan,134.000297176,gender
United Kingdom,Yemen,132.903002566,gender
Japan,Cambodia,132.368971984,gender
Canada,Mali,130.006349106,gender
Japan,Türkiye,126.112152220,gender
United States,Colombia,124.380815088,gender
United States,Zambia,124.303089801,gender
Australia,Indonesia,120.250306635,gender
Korea,Uzbekistan,105.440229102,gender
Belgium,Democratic Republic of the Congo,101.435923260,gender
United Kingdom,Syrian Arab Republic,96.495317874,gender
Canada,South Sudan,96.138337648,gender
Canada,Mozambique,91.630120612,gender
Norway,Syrian Arab Republic,91.283568037,gender
Japan,Viet Nam,91.006839960,gender
United Kingdom,Somalia,87.823360439,gender
Netherlands,Ethiopia,83.855696849,gender
Japan,Afghanistan,81.770200195,gender
United Kingdom,Nigeria,81.436567199,gender
Canada,Bangladesh,80.765398872,gender
Denmark,Kenya,75.565976454,gender
Sweden,Somalia,75.425292431,gender
Canada,Democratic Republic of the Congo,75.258256476,gender
Australia,Bangladesh,73.875833645,gender
Canada,Yemen,71.179542864,gender
United Kingdom,Sudan,69.803283590,gender
Canada,Ethiopia,68.168369146,gender
Canada,Senegal,67.799940809,gender
Japan,Paraguay,65.750982824,gender
Canada,Tanzania,64.264772901,gender
Korea,Philippines,59.590931060,gender
Norway,Ethiopia,58.968730904,gender
United Kingdom,Afghanistan,58.711903348,gender
Norway,Malawi,58.078665751,gender
Norway,South Sudan,56.709377203,gender
United Kingdom,Pakistan,55.106611917,gender
Sweden,Tanzania,54.250294857,gender
Switzerland,Nepal,54.163134526,gender
Netherlands,Burkina Faso,53.633906262,gender
United Kingdom,Nepal,53.488506159,gender
Korea,Bangladesh,53.434316152,gender
Switzerland,Bangladesh,52.523706844,gender
United Kingdom,Colombia,50.290581264,gender
Sweden,Democratic Republic of the Congo,49.405986489,gender
Korea,Colombia,48.701369257,gender
Netherlands,Mali,48.497527927,gender
Korea,Dominican Republic,48.106740808,gender
Switzerland,Benin,47.754064320,gender
Netherlands,Yemen,47.303424286,gender
Australia,Myanmar,47.122617981,gender
Sweden,Syrian Arab Republic,46.700903229,gender
Norway,Somalia,46.352342064,gender
Australia,Solomon Islands,46.158904744,gender
Australia,Timor-Leste,46.034703752,gender
Norway,Afghanistan,45.113458736,gender
Italy,Afghanistan,43.769448341,gender
Denmark,Burkina Faso,41.804549949,gender
Sweden,Mali,41.649547774,gender
Ireland,Ethiopia,41.629364330,gender
Switzerland,Mali,41.079046309,gender
Korea,Guatemala,41.030569744,gender
Belgium,Burundi,40.863295738,gender
Norway,Lebanon,39.388099939,gender
Sweden,Zambia,39.297391630,gender
Norway,Tanzania,38.951583691,gender
Switzerland,Tanzania,37.582845097,gender
Denmark,Afghanistan,37.576701415,gender
Netherlands,Burundi,37.474524561,gender
Switzerland,Somalia,36.086096624,gender
Norway,Colombia,35.608032583,gender
Netherlands,South Sudan,34.999751023,gender
Switzerland,West Bank and Gaza Strip,34.829835503,gender
Netherlands,Niger,34.823104218,gender
Switzerland,Niger,34.195674240,gender
Switzerland,Tunisia,33.746915819,gender
Sweden,South Sudan,33.380391876,gender
Netherlands,Mozambique,33.015832829,gender
Australia,Viet Nam,32.455458409,gender
Netherlands,Democratic Republic of the Congo,32.399130432,gender
Australia,Vanuatu,32.131191031,gender
Switzerland,Democratic Republic of the Congo,31.928586750,gender
Belgium,Uganda,31.916434638,gender
Spain,Colombia,31.841156705,gender
Australia,Philippines,30.797425166,gender
Italy,Ethiopia,29.988202085,gender
Sweden,Rwanda,29.700442722,gender
Sweden,Uganda,29.370868451,gender
Denmark,Mali,29.251266668,gender
Denmark,Ethiopia,29.098476126,gender
Korea,Indonesia,28.882608465,gender
Finland,Somalia,28.663908855,gender
Norway,Democratic Republic of the Congo,28.422954084,gender
Ireland,Mozambique,28.191187439,gender
Australia,Afghanistan,26.012914234,gender
Korea,Cambodia,25.852802175,gender
Netherlands,Somalia,25.335655903,gender
Sweden,Bolivia,24.830780510,gender
New Zealand,Timor-Leste,24.045941940,gender
Spain,Peru,23.779619024,gender
Spain,West Bank and Gaza Strip,23.373987225,gender
Ireland,Tanzania,23.110845980,gender
Belgium,West Bank and Gaza Strip,23.108190369,gender
Spain,El Salvador,22.954321705,gender
New Zealand,Papua New Guinea,22.938222649,gender
Italy,Mozambique,22.508207020,gender
Spain,Guatemala,22.381831132,gender
Belgium,Rwanda,21.445073932,gender
Spain,Bolivia,20.438700471,gender
Italy,Tunisia,20.023857203,gender
Denmark,Somalia,19.608348466,gender
Denmark,Tanzania,19.554016035,gender
Ireland,Uganda,19.537148883,gender
Korea,Rwanda,19.139482784,gender
New Zealand,Fiji,19.031274610,gender
Korea,El Salvador,18.926101034,gender
Spain,Ecuador,18.918128779,gender
Ireland,Malawi,18.841297005,gender
Italy,Senegal,18.193670327,gender
Belgium,Türkiye,18.002553540,gender
New Zealand,Kiribati,17.917312383,gender
New Zealand,Samoa,17.760763850,gender
Italy,Bolivia,17.733944773,gender
Finland,Nepal,17.304057190,gender
Ireland,Sierra Leone,16.801393337,gender
Italy,Lebanon,16.564056198,gender
Belgium,Burkina Faso,16.391137218,gender
New Zealand,Vanuatu,16.027966649,gender
Belgium,Mali,16.019528157,gender
Spain,Senegal,15.770241788,gender
Spain,Morocco,15.280859185,gender
Italy,Sudan,15.095503113,gender
Austria,Uganda,14.646642206,gender
Luxembourg,Burkina Faso,14.042652398,gender
New Zealand,Solomon Islands,14.011975531,gender
Denmark,Lebanon,13.792321775,gender
Italy,West Bank and Gaza Strip,13.689692771,gender
Italy,Pakistan,13.605922058,gender
Finland,Afghanistan,13.440739419,gender
Portugal,Timor-Leste,13.430268600,gender
New Zealand,Myanmar,13.278436321,gender
Finland,Tanzania,13.025061669,gender
Finland,Ethiopia,12.318643010,gender
Portugal,Mozambique,12.220246002,gender
Belgium,Mozambique,11.937950494,gender
Luxembourg,Niger,11.907380779,gender
Belgium,Syrian Arab Republic,11.591293179,gender
Austria,Burkina Faso,11.563749634,gender
Luxembourg,Senegal,11.347385926,gender
Finland,West Bank and Gaza Strip,10.869322167,gender
Austria,Ethiopia,10.777981122,gender
Austria,Mozambique,10.110323354,gender
Ireland,Zimbabwe,9.956060761,gender
Spain,Honduras,9.823571674,gender
Ireland,South Sudan,9.650852598,gender
Iceland,Malawi,8.459254335,gender
Ireland,Democratic Republic of the Congo,8.186035495,gender
Iceland,Uganda,7.994455858,gender
Ireland,Somalia,7.968858501,gender
Denmark,Myanmar,7.923003308,gender
Denmark,Uganda,7.887701257,gender
New Zealand,Indonesia,7.375237724,gender
Luxembourg,Cabo Verde,7.362429852,gender
Finland,Syrian Arab Republic,7.351247326,gender
Austria,West Bank and Gaza Strip,6.796540655,gender
Austria,Moldova,6.141799309,gender
Luxembourg,Mali,5.997252496,gender
Portugal,Cabo Verde,5.957474826,gender
New Zealand,Tonga,5.706669553,gender
Portugal,Brazil,5.493270849,gender
Portugal,Sao Tome and Principe,5.244854710,gender
Austria,Kosovo,4.993823884,gender
Austria,Syrian Arab Republic,4.655356317,gender
Luxembourg,Lao People's Democratic Republic,4.027245506,gender
Finland,Lebanon,3.966840196,gender
Austria,Lebanon,3.887673387,gender
Finland,Ukraine,3.874172904,gender
Austria,Armenia,3.783333212,gender
Finland,Myanmar,3.780514571,gender
Luxembourg,Bangladesh,3.186657012,gender
Czechia,Iraq,3.159078034,gender
Czechia,Ethiopia,2.871171995,gender
Portugal,Guinea-Bissau,2.816770048,gender
Czechia,Afghanistan,2.447898766,gender
Iceland,Sierra Leone,2.436450107,gender
Czechia,Syrian Arab Republic,2.275730414,gender
Czechia,Jordan,2.066653548,gender
Czechia,Georgia,2.000141382,gender
Czechia,Zambia,1.987818959,gender
Czechia,Mali,1.807640897,gender
Luxembourg,Nepal,1.796824816,gender
Portugal,Angola,1.760164381,gender
Slovak Republic,Türkiye,1.721839812,gender
Luxembourg,Democratic Republic of the Congo,1.559008585,gender
Luxembourg,Myanmar,1.431343330,gender
Iceland,Syrian Arab Republic,1.388713061,gender
Czechia,Bosnia and Herzegovina,1.237651929,gender
Czechia,Cambodia,1.169319187,gender
Iceland,Afghanistan,1.145092316,gender
Poland,Lebanon,1.124918107,gender
Iceland,Yemen,1.011815059,gender
Iceland,West Bank and Gaza Strip,0.999340250,gender
Portugal,China (People's Republic of),0.993086086,gender
Lithuania,Türkiye,0.906397331,gender
Iceland,Mozambique,0.851325953,gender
Lithuania,Belarus,0.743523412,gender
Estonia,Ukraine,0.666495046,gender
Iceland,Ethiopia,0.583741683,gender
Poland,Kenya,0.571062091,gender
Poland,Tanzania,0.562959940,gender
Poland,Georgia,0.536985612,gender
Slovak Republic,Lebanon,0.421932419,gender
Slovak Republic,Moldova,0.415595235,gender
Iceland,Lebanon,0.390047776,gender
Slovak Republic,Kenya,0.389155695,gender
Poland,Iraq,0.378152384,gender
Poland,West Bank and Gaza Strip,0.355541731,gender
Slovak Republic,Iraq,0.344070980,gender
Slovak Republic,Ethiopia,0.316498302,gender
Slovenia,Kosovo,0.303874237,gender
Slovenia,Uganda,0.296428366,gender
Slovenia,Albania,0.289332888,gender
Lithuania,Ukraine,0.279312546,gender
Slovak Republic,South Sudan,0.269747775,gender
Slovenia,Lebanon,0.269146873,gender
Poland,Ukraine,0.265105097,gender
Slovak Republic,Syrian Arab Republic,0.264061112,gender
Greece,Libya,0.252161278,gender
Poland,Senegal,0.248208064,gender
Estonia,Kenya,0.235874819,gender
Poland,Yemen,0.226166892,gender
Poland,Jordan,0.219680123,gender
Slovak Republic,Ukraine,0.200649122,gender
Estonia,Georgia,0.192988488,gender
Slovak Republic,Georgia,0.180392934,gender
Estonia,Afghanistan,0.157266595,gender
Slovenia,West Bank and Gaza Strip,0.123653586,gender
Slovenia,Montenegro,0.113041687,gender
Portugal,Colombia,0.097103633,gender
Estonia,Türkiye,0.093167414,gender
Estonia,Jordan,0.093167414,gender
Estonia,Lebanon,0.093167414,gender
Slovenia,Bosnia and Herzegovina,0.089871070,gender
Slovenia,Serbia,0.087472734,gender
Slovenia,Afghanistan,0.085186805,gender
Estonia,Kyrgyzstan,0.079339712,gender
Estonia,Uganda,0.077195395,gender
Portugal,Côte d'Ivoire,0.076917957,gender
Latvia,Belarus,0.074965669,gender
Latvia,Ukraine,0.068989131,gender
Latvia,Syrian Arab Republic,0.068104666,gender
Slovenia,Jordan,0.065528311,gender
Latvia,Uzbekistan,0.055721772,gender
Latvia,Moldova,0.055495424,gender
Lithuania,Côte d'Ivoire,0.051145224,gender
Lithuania,Mongolia,0.044596837,gender
Estonia,Moldova,0.044315875,gender
Latvia,Georgia,0.041830493,gender
Lithuania,Syrian Arab Republic,0.037555033,gender
Lithuania,Afghanistan,0.037555033,gender
Latvia,Tajikistan,0.033179423,gender
Lithuania,Nigeria,0.021820976,gender
Greece,Sudan,0.019175499,gender
Greece,Venezuela,0.019175499,gender
Greece,Yemen,0.019175499,gender
Greece,Afghanistan,0.019175499,gender
Lithuania,Sudan,0.018777516,gender
Lithuania,West Bank and Gaza Strip,0.018044934,gender
Latvia,Kyrgyzstan,0.015189130,gender
Latvia,Kazakhstan,0.003594459,gender
Greece,Egypt,0.003215731,gender
Greece,Türkiye,0.001657402,gender
Greece,Ukraine,0.001657402,gender
Greece,Mexico,0.001657402,gender
Greece,Colombia,0.001458616,gender
Latvia,Azerbaijan,0.001384186,gender
All DAC members,Bangladesh,399.1248829204,rmnch
All DAC members,Afghanistan,376.6998600748,rmnch
All DAC members,Democratic Republic of the Congo,362.5088469187,rmnch
All DAC members,Tanzania,348.7212259659,rmnch
All DAC members,Ethiopia,343.434183537,rmnch
All DAC members,Iraq,268.2371039814,rmnch
All DAC members,Kenya,246.7530000442,rmnch
All DAC members,Nigeria,229.9025552517,rmnch
Germany,Iraq,223.5316234935,rmnch
All DAC members,Jordan,210.8607101002,rmnch
All DAC members,Mali,206.6643974061,rmnch
United States,Jordan,170.9666619077,rmnch
Japan,Bangladesh,145.3670830066,rmnch
United States,Kenya,135.077952952,rmnch
Germany,Afghanistan,130.9071585897,rmnch
United States,Nigeria,125.1206529512,rmnch
EU Institutions,Morocco,113.7327018715,rmnch
United States,Ethiopia,112.6228074905,rmnch
United States,Democratic Republic of the Congo,109.9732091634,rmnch
EU Institutions,West Bank and Gaza Strip,100.8737511274,rmnch
Germany,Yemen,97.4778790555,rmnch
United States,Zambia,95.3669883741,rmnch
United States,Tanzania,89.9619656278,rmnch
Germany,Lebanon,89.7351229713,rmnch
Germany,Georgia,88.0291399455,rmnch
United States,Mozambique,86.709555857,rmnch
