donor_name_e,recipient_name_e,Total bilateral allocable aid,Aid focused on policy objective - volume,Aid focused on policy objective* - share,marker
New Zealand,Papua New Guinea,26.90069918,8.39393263,31.2%,dig
Ireland,Malawi,23.69693232,8.31862086,36.2%,dig
Finland,Myanmar,12.65030917,8.31070748,84%,dig
Spain,Mozambique,13.02238623,8.12869869,62.4%,dig
Japan,Iraq,174.52762994,7.44924766,4.3%,dig
Finland,Ukraine,9.43086209,7.23480283,80.9%,dig
New Zealand,Fiji,26.68965464,6.81151466,25.5%,dig
New Zealand,Nauru,8.91906259,6.79113956,76.1%,dig
Finland,Afghanistan,19.74731571,6.74773043,34.2%,dig
Poland,Ukraine,42.46712002,6.72435479,15.8%,dig
Japan,Cambodia,211.92756121,6.51424133,3.2%,dig
Portugal,Sao Tome and Principe,14.34961198,6.50628091,45.3%,dig
Luxembourg,Mali,23.29680834,6.49361967,53.6%,dig
New Zealand,Tonga,13.00260138,6.33773285,48.7%,dig
Finland,Mozambique,6.14857733,6.14857733,100%,dig
Finland,Syrian Arab Republic,18.94534648,6.13457181,38.5%,dig
Ireland,Zimbabwe,11.25282669,5.9586416,53.4%,dig
Hungary,Jordan,12.27565215,5.83797636,91.5%,dig
Iceland,Malawi,8.45925433,5.74782379,67.9%,dig
Hungary,Syrian Arab Republic,15.97031199,5.72216457,92.1%,dig
Japan,Moldova,14.23937131,5.675742,40.4%,dig
Ireland,Viet Nam,6.57757227,5.5613993,88.9%,dig
Hungary,Ukraine,24.22949942,4.97390229,40%,dig
New Zealand,Cambodia,8.74969938,4.22960317,48.3%,dig
New Zealand,Tuvalu,6.29036334,4.13287089,65.7%,dig
Austria,Ethiopia,14.21303371,4.02017686,28.3%,dig
Portugal,Cabo Verde,13.49735939,3.96652373,29.4%,dig
Hungary,Iraq,6.51881518,3.87060899,100%,dig
Austria,Moldova,7.15789439,3.37320645,47.1%,dig
Hungary,China (People's Republic of),6.37064493,3.30886718,99.6%,dig
Czechia,Moldova,6.91437448,3.25123015,47%,dig
Austria,Albania,8.24533723,3.14942409,38.2%,dig
Iceland,Uganda,8.00387508,3.06628387,38.3%,dig
Luxembourg,Bangladesh,5.03974724,3.01245936,72.1%,dig
Czechia,Bosnia and Herzegovina,6.51465262,3.01231599,46.2%,dig
Hungary,Pakistan,5.92986821,3.01131701,99.6%,dig
Hungary,Mongolia,9.21104859,2.96706264,56.2%,dig
Hungary,Azerbaijan,5.38454963,2.87604709,99.9%,dig
Luxembourg,Niger,36.12277275,2.84077778,15.1%,dig
Ireland,Kenya,10.68887632,2.82454111,28.7%,dig
Hungary,Kazakhstan,5.65978295,2.79332054,100%,dig
Hungary,Viet Nam,10.93605418,2.73861027,72.9%,dig
Czechia,Türkiye,3.81146811,2.44730735,64.2%,dig
Czechia,Georgia,4.89931403,2.42906494,49.6%,dig
Austria,Ukraine,5.66311626,2.39673422,44.9%,dig
Austria,Georgia,3.90136954,2.31041216,59.2%,dig
Poland,Albania,2.20440125,2.1422851,97.2%,dig
Luxembourg,Myanmar,5.79472299,2.09546588,69.9%,dig
Czechia,Ukraine,4.47451346,2.06358197,46.1%,dig
Luxembourg,Kosovo,5.69230186,1.97159451,46.6%,dig
Lithuania,Ukraine,3.37378148,1.91679846,73.9%,dig
Poland,Moldova,2.22175645,1.81002211,81.5%,dig
Poland,Georgia,3.66190780,1.76367138,48.2%,dig
Slovak Republic,Türkiye,1.73534083,1.72183981,99.2%,dig
Austria,Armenia,4.36889640,1.67469532,38.3%,dig
Austria,Mozambique,19.80055587,1.57651489,8%,dig
Portugal,Timor-Leste,16.69483877,1.55487643,9.3%,dig
Czechia,Iraq,4.72285780,1.49862749,31.7%,dig
Luxembourg,Nepal,2.97998869,1.40305937,54%,dig
Estonia,Ukraine,5.13303299,1.27899192,37.4%,dig
Lithuania,Georgia,1.50977280,1.26556664,88.7%,dig
Czechia,Mali,2.26698272,1.25826782,55.5%,dig
Portugal,Mozambique,25.15084427,1.2205406,4.9%,dig
Czechia,Serbia,1.30957561,1.187672,90.7%,dig
Portugal,Angola,11.45757195,1.17940881,10.3%,dig
Czechia,Ethiopia,6.30932785,1.16829041,18.5%,dig
Lithuania,Belarus,3.23754697,1.16712844,67%,dig
Czechia,Afghanistan,2.63941790,1.13365519,43%,dig
Portugal,Central African Republic,1.08918325,1.08918325,100%,dig
Portugal,Guinea-Bissau,8.95083664,1.08809261,12.2%,dig
Poland,Kosovo,1.10905892,1.06491351,96%,dig
Slovak Republic,Georgia,1.32817282,0.95353366,71.8%,dig
Lithuania,Türkiye,0.97146986,0.91683092,97.6%,dig
Austria,Kosovo,5.90952478,0.91584853,15.5%,dig
Portugal,Afghanistan,0.86727721,0.83519222,96.3%,dig
Poland,Kenya,3.41201049,0.79983661,23.4%,dig
Austria,Iraq,1.84530574,0.79176613,42.9%,dig
Slovenia,North Macedonia,1.74470891,0.78161395,59.4%,dig
Lithuania,Viet Nam,0.78095600,0.75951109,99.8%,dig
Poland,Lebanon,3.47110903,0.7222198,20.8%,dig
Slovak Republic,Ukraine,1.62505501,0.71689081,44.1%,dig
Slovenia,Kosovo,0.75504046,0.59880807,98.1%,dig
Lithuania,Armenia,0.61931450,0.55342876,92.8%,dig
Slovak Republic,Moldova,1.19701801,0.54439945,45.5%,dig
Poland,Tanzania,7.81363589,0.48443497,6.2%,dig
Portugal,South Sudan,0.44683499,0.44683499,100%,dig
Portugal,Mali,0.42810040,0.4281004,100%,dig
Iceland,Ethiopia,0.80380237,0.38829082,48.3%,dig
Iceland,Sierra Leone,2.45550274,0.34760113,14.2%,dig
Slovenia,Bosnia and Herzegovina,1.45894234,0.32701626,32.2%,dig
Slovenia,Ukraine,0.63064879,0.28701386,70.1%,dig
Slovak Republic,Kosovo,0.34938933,0.28199256,80.7%,dig
Estonia,Gambia,0.26946911,0.26946911,100%,dig
Slovenia,Lebanon,0.62651657,0.26914687,54.7%,dig
Estonia,Afghanistan,1.27061228,0.24298062,33%,dig
Lithuania,Tajikistan,0.24997013,0.24149796,97.8%,dig
Iceland,Jordan,0.23008837,0.23008837,100%,dig
Lithuania,Moldova,0.24559685,0.22755942,93.6%,dig
Slovak Republic,Belarus,0.34746818,0.19641343,56.5%,dig
Iceland,Türkiye,0.36177970,0.18867133,52.2%,dig
Iceland,West Bank and Gaza Strip,0.99934025,0.18801267,18.8%,dig
Estonia,Georgia,1.36134604,0.18743026,17.3%,dig
Iceland,Syrian Arab Republic,1.38871306,0.1811106,13%,dig
Slovenia,Serbia,0.93328856,0.17365933,33.9%,dig
Slovak Republic,Bosnia and Herzegovina,0.30501254,0.16014971,52.5%,dig
Iceland,Kenya,0.23090493,0.1552538,67.2%,dig
Slovak Republic,North Macedonia,0.40229796,0.13205862,32.8%,dig
Slovenia,Syrian Arab Republic,0.26299245,0.13105662,57.1%,dig
Estonia,Namibia,0.30306340,0.12794422,42.2%,dig
Lithuania,Nigeria,0.17054615,0.12494194,87.3%,dig
Slovenia,West Bank and Gaza Strip,0.25913498,0.12365359,73.9%,dig
Slovenia,Montenegro,0.47494627,0.12270094,36.7%,dig
Iceland,Belarus,0.12199063,0.12199063,100%,dig
Lithuania,Mali,0.19252574,0.12169399,100%,dig
Estonia,Belarus,0.55279021,0.10945184,23.4%,dig
Slovak Republic,Albania,0.43116273,0.09305476,21.6%,dig
Slovenia,Albania,0.29054405,0.08747273,98.6%,dig
Estonia,Kyrgyzstan,0.14509875,0.08076926,55.7%,dig
Estonia,Moldova,0.58921220,0.07404947,13.7%,dig
Slovak Republic,Serbia,1.52977032,0.06855956,4.5%,dig
Estonia,North Macedonia,0.08240104,0.06004086,100%,dig
Estonia,Somalia,0.04924642,0.04924642,100%,dig
All DAC members,Indonesia,2 905.71649847,779.8332524866,49.3%,drr
Japan,Indonesia,717.95595658,623.973682227,87.6%,drr
All DAC members,Philippines,1 698.70772655,361.4443559485,27.1%,drr
All DAC members,Myanmar,1 570.16937199,326.874485734,23.2%,drr
Japan,Myanmar,838.77816730,252.7266772118,30.4%,drr
All DAC members,Bangladesh,4 144.52542916,245.1986984456,7.2%,drr
Japan,Philippines,821.65138244,197.9816494516,24.4%,drr
All DAC members,Mauritius,222.23394459,190.066232592,92.2%,drr
France,Mauritius,201.80605109,182.2742036863,97.2%,drr
All DAC members,Ethiopia,3 101.67140471,180.457027118,8%,drr
All DAC members,Egypt,2 706.04887000,159.2618396951,23.5%,drr
All DAC members,Cambodia,963.48520590,158.1426416403,23.7%,drr
Korea,Cambodia,215.48969474,143.2174437708,71.2%,drr
Korea,Egypt,149.19467298,142.1310491159,95.6%,drr
All DAC members,Afghanistan,3 781.61743791,141.7184917146,4.6%,drr
Korea,Philippines,170.57224230,131.2736286439,77.6%,drr
All DAC members,Somalia,1 376.70035101,121.9938159964,11.6%,drr
Japan,Bangladesh,2 315.51722318,102.8979573562,4.5%,drr
EU Institutions,Albania,215.39109268,96.6496302948,46.9%,drr
Korea,Ghana,114.28873095,95.9770566129,84.1%,drr
Korea,Bangladesh,114.67783123,94.968166682,83.1%,drr
Japan,Viet Nam,303.15882030,86.879877104,29.5%,drr
EU Institutions,Türkiye,1 553.52308153,75.8745686555,6.8%,drr
Korea,Indonesia,205.21631566,73.4780239628,38.1%,drr
EU Institutions,Ukraine,848.57377538,73.3985634499,26%,drr
France,Indonesia,350.01731394,59.83676994,65.5%,drr
Sweden,Somalia,85.13300602,55.9341226706,65.8%,drr
EU Institutions,Georgia,228.78855915,55.6216785531,70%,drr
EU Institutions,Malawi,67.48249797,49.469679899,76.7%,drr
EU Institutions,Serbia,401.39570775,48.851833828,21.4%,drr
EU Institutions,Tanzania,197.43232866,46.5882203493,23.6%,drr
EU Institutions,Haiti,86.25116788,44.5063687684,51.6%,drr
Korea,Ethiopia,106.66592234,41.8011504424,41.6%,drr
EU Institutions,Lebanon,152.53245268,40.9144695645,26.8%,drr
EU Institutions,Myanmar,60.39400529,37.4010802199,61.9%,drr
United States,Ethiopia,1 482.18510702,26.6806510167,1.8%,drr
Ireland,Ethiopia,48.98558584,26.2750127036,54.5%,drr
Netherlands,Ethiopia,102.11489649,26.1589834171,25.6%,drr
France,Tunisia,210.45866789,25.7931401484,47.1%,drr
Sweden,Tanzania,79.72342350,24.9687542106,31.6%,drr
Korea,Paraguay,44.81215351,24.8333323155,56%,drr
France,Benin,88.51700124,24.4616035028,66.8%,drr
United States,Colombia,840.90076329,23.887495796,2.8%,drr
United Kingdom,Pakistan,86.16470639,23.0792400761,51.8%,drr
United States,Afghanistan,2 195.88566921,22.5887642164,1%,drr
Japan,Fiji,27.85341885,21.4357697731,81%,drr
Sweden,Afghanistan,27.80095449,21.0174502665,76.4%,drr
United Kingdom,Somalia,119.30240236,20.7843194856,56.1%,drr
Sweden,Democratic Republic of the Congo,75.99046897,20.2178264953,26.6%,drr
Sweden,Syrian Arab Republic,61.42342638,20.1499367775,35.4%,drr
Korea,Lao People's Democratic Republic,62.85334754,19.7832720223,38.2%,drr
Korea,Tanzania,124.61311546,19.7045221798,16.3%,drr
Sweden,Zambia,47.32939470,19.2777499533,41.4%,drr
Sweden,Mali,45.25781287,18.8989336372,41.8%,drr
Norway,Ethiopia,81.35360948,18.562430764,22.8%,drr
France,Côte d'Ivoire,556.54799504,17.0130338715,47.9%,drr
Italy,Afghanistan,65.43099539,16.7158141133,42.4%,drr
Ireland,Malawi,23.69693232,15.6715492953,68.1%,drr
Netherlands,Afghanistan,26.87938467,15.1546451643,56.4%,drr
Switzerland,Somalia,43.92377429,14.5529740047,41.7%,drr
Australia,Indonesia,275.95728307,14.2569758887,5.5%,drr
Australia,Papua New Guinea,526.96482511,13.9383064037,2.7%,drr
Australia,Myanmar,73.08189518,13.7183756924,19.1%,drr
Australia,Afghanistan,51.39378030,12.9274873739,25.2%,drr
Japan,Afghanistan,136.95741864,12.4872227207,9.4%,drr
Australia,Timor-Leste,93.01925105,12.0651336329,13.7%,drr
Sweden,South Sudan,38.22376180,11.9461797989,31.4%,drr
United States,Sudan,634.41865304,11.9185189189,1.9%,drr
Switzerland,Lao People's Democratic Republic,32.97412704,11.7522783943,77.1%,drr
New Zealand,Niue,15.55959296,11.7474131597,75.5%,drr
United States,Zimbabwe,369.97524884,11.729339512,3.2%,drr
United Kingdom,Democratic Republic of the Congo,46.34362364,11.6603816091,96.9%,drr
United States,Bangladesh,552.50520036,11.4980893573,2.1%,drr
Sweden,Kenya,19.21369524,11.0956945039,60.9%,drr
Denmark,Mali,47.92499300,10.387915118,26.6%,drr
France,Madagascar,92.88331686,10.2846261182,29.6%,drr
United Kingdom,South Sudan,17.65582086,10.2367965155,62.4%,drr
United Kingdom,Nepal,81.44849766,10.1750603237,80.4%,drr
Norway,South Sudan,94.06860299,10.0431272925,10.7%,drr
Netherlands,Bangladesh,22.70438499,10.0320949468,44.2%,drr
Norway,Niger,21.97370666,10.0251114831,45.6%,drr
Switzerland,Bangladesh,58.39173277,9.7986472508,27.5%,drr
Australia,Solomon Islands,126.81579154,9.6914142055,8%,drr
Sweden,Yemen,16.47018641,9.4678370554,57.8%,drr
Norway,Democratic Republic of the Congo,46.09412379,9.4447006836,20.5%,drr
France,Lebanon,109.02353867,9.2874421047,19.9%,drr
Norway,Malawi,97.89939159,9.0996193826,9.3%,drr
Australia,Fiji,92.84685175,8.9796292423,10.1%,drr
Norway,Sudan,37.04082572,8.3925573421,22.7%,drr
Switzerland,Tajikistan,17.68338188,8.3879166099,73.1%,drr
United States,Haiti,319.24599640,8.0718369032,2.5%,drr
Finland,Ethiopia,22.71230804,8.0117249466,37.9%,drr
Japan,Nepal,36.59974423,7.9898810462,24%,drr
Ireland,Mozambique,31.70118343,7.882592365,26.8%,drr
New Zealand,Vanuatu,24.18892635,7.7434054772,32%,drr
Norway,Mali,36.43370205,7.7314478122,21.2%,drr
Switzerland,Bolivia,19.20201471,7.7304316014,66%,drr
Switzerland,Viet Nam,26.55472142,7.7010381933,29.3%,drr
United States,Philippines,199.56637199,7.6837875356,3.9%,drr
Australia,Vanuatu,78.10746858,7.6444748513,9.8%,drr
Switzerland,Afghanistan,42.00995539,7.5964705979,22.9%,drr
Switzerland,Myanmar,32.07361780,7.5868507854,45.4%,drr
Denmark,Afghanistan,83.70888243,7.408075791,8.9%,drr
Netherlands,South Sudan,44.40891520,7.1210580905,16%,drr
Ireland,Tanzania,29.01434082,7.0927174698,27.8%,drr
United States,Mozambique,668.19580308,7.0917140597,1.1%,drr
Portugal,Angola,11.45757195,6.9445504659,60.8%,drr
Switzerland,Ethiopia,19.07778855,6.621249651,49.1%,drr
Italy,Somalia,28.42798817,6.4221916368,28.1%,drr
New Zealand,Fiji,26.68965464,6.2156565646,23.3%,drr
United Kingdom,Malawi,24.99896132,6.118474609,31.9%,drr
United States,Yemen,1 062.87898283,6.0517139325,0.6%,drr
Austria,Mozambique,19.80055587,6.0416462545,30.5%,drr
Netherlands,Burundi,41.81698528,5.8791694971,14.1%,drr
Austria,Ethiopia,14.21303371,5.8058921443,43%,drr
Netherlands,Somalia,26.07451010,5.6369398065,21.6%,drr
Switzerland,Albania,32.13656950,5.5647717075,19.7%,drr
Japan,Moldova,14.23937131,5.5082825736,40%,drr
Japan,Kyrgyzstan,17.85903651,5.2310956448,31.8%,drr
Norway,Lebanon,72.11144400,5.1788442358,7.2%,drr
Canada,Tanzania,65.01095069,5.1464397405,8%,drr
Norway,Syrian Arab Republic,118.92641814,5.0906618309,4.3%,drr
Italy,Lebanon,28.57790259,5.0734933061,24.7%,drr
Canada,Mozambique,92.30342480,5.0577080208,5.5%,drr
Denmark,Lebanon,34.06826294,4.9967994929,14.7%,drr
United Kingdom,Bangladesh,48.66333396,4.8697140128,70.8%,drr
New Zealand,Kiribati,32.17944136,4.7309350557,14.7%,drr
Italy,Mozambique,32.59896449,4.6913730887,28.2%,drr
New Zealand,Cambodia,8.74969938,4.5700211851,52.2%,drr
United Kingdom,China (People's Republic of),32.49653479,4.3462855893,20.5%,drr
New Zealand,Solomon Islands,33.97779966,4.0980861181,12.1%,drr
Ireland,Sierra Leone,18.52788908,4.0953730077,22.5%,drr
Norway,Mozambique,66.67590122,4.0846941405,6.1%,drr
Spain,West Bank and Gaza Strip,31.84826912,4.0815010463,12.8%,drr
Austria,Yemen,4.96732989,3.8118367929,76.7%,drr
Italy,Libya,37.47353378,3.7817969081,11%,drr
Ireland,Uganda,28.19600658,3.7318770498,18.9%,drr
United Kingdom,India,55.23110170,3.6494645918,16.9%,drr
Australia,Sri Lanka,18.18375835,3.5756636198,20%,drr
Iceland,Malawi,8.45925433,3.385629971,40%,drr
Spain,Honduras,15.94848579,3.0993594179,19.4%,drr
Denmark,Uganda,35.73013359,3.071802967,9.4%,drr
Netherlands,Yemen,58.65458508,3.0002420588,5.1%,drr
Italy,Ethiopia,41.56982363,2.9862519197,17.1%,drr
Italy,Chad,4.49236566,2.9378709196,73.4%,drr
New Zealand,Tokelau,6.76182397,2.9017598395,42.9%,drr
Portugal,Mozambique,25.15084427,2.7563162057,11.1%,drr
New Zealand,Viet Nam,5.52503666,2.7497987657,49.8%,drr
Australia,Tonga,26.68037791,2.7190845626,10.3%,drr
United Kingdom,Ethiopia,222.36596460,2.605916302,66.9%,drr
Denmark,Kenya,155.47042030,2.4574423736,1.6%,drr
Finland,Syrian Arab Republic,18.94534648,2.4239754779,16.1%,drr
Italy,West Bank and Gaza Strip,30.51318368,2.3471555758,16.8%,drr
New Zealand,Myanmar,19.71833724,2.2404536062,11.4%,drr
Italy,Niger,20.41906359,2.2005396725,12.7%,drr
France,Libya,7.78344696,2.1622145934,71.6%,drr
Ireland,South Sudan,11.66187580,2.1525112889,18.8%,drr
Ireland,Bangladesh,2.83480613,2.1506476046,75.9%,drr
Poland,Albania,2.20440125,2.1289415234,96.6%,drr
Finland,Iraq,3.98366399,2.1246287737,53.3%,drr
Spain,Philippines,7.52107757,2.1166920876,28.1%,drr
Canada,Jordan,38.39728169,2.0611394933,5.8%,drr
Portugal,Guinea-Bissau,8.95083664,2.0585475642,23%,drr
New Zealand,Papua New Guinea,26.90069918,2.0196676055,7.5%,drr
Spain,Haiti,8.80662622,2.0036212377,22.8%,drr
Ireland,Sudan,7.34177473,2.0028635621,27.3%,drr
Ireland,Niger,4.26704981,1.9298358627,49.4%,drr
Austria,Libya,4.52453951,1.9229574476,42.5%,drr
Italy,Bosnia and Herzegovina,5.91789719,1.8620872259,36.1%,drr
Finland,Uzbekistan,1.85538864,1.8553886374,100%,drr
Spain,El Salvador,27.73804093,1.7523220138,6.3%,drr
Portugal,Rwanda,1.74152841,1.74152841,100%,drr
Spain,Senegal,21.71783326,1.7065002015,7.9%,drr
Denmark,Somalia,37.35646324,1.6382949157,5.1%,drr
Slovenia,Nigeria,1.45392907,1.4539290698,100%,drr
Spain,Guatemala,31.83201835,1.4499122974,4.6%,drr
Spain,Morocco,31.83163977,1.4357199438,4.5%,drr
Spain,Colombia,68.43000546,1.4186452549,2.1%,drr
Austria,Burkina Faso,12.43701935,1.3460024215,10.9%,drr
Netherlands,West Bank and Gaza Strip,29.86922218,1.338412235,4.5%,drr
Canada,Democratic Republic of the Congo,76.65333130,1.3311088925,1.7%,drr
Canada,South Sudan,97.05478364,1.330461151,1.4%,drr
Portugal,Egypt,1.43165094,1.3127099342,91.7%,drr
Spain,Ethiopia,10.00472114,1.2800422516,12.8%,drr
Austria,Tunisia,1.51978876,1.2668258085,83.4%,drr
Iceland,Uganda,8.00387508,1.2606339048,15.8%,drr
Austria,Uganda,21.10660268,1.228786217,5.8%,drr
Denmark,Albania,1.24369930,1.2287211868,98.8%,drr
Canada,Bolivia,12.73606422,1.2203450869,9.8%,drr
Finland,Ukraine,9.43086209,1.1970249274,13.4%,drr
France,Haiti,63.34645742,1.1684949487,11.7%,drr
Canada,Peru,10.38966822,1.1089335397,12.5%,drr
Portugal,Senegal,1.46509326,1.0891840668,74.3%,drr
Austria,Georgia,3.90136954,1.0881613046,27.9%,drr
Poland,Ukraine,42.46712002,1.0104645484,2.4%,drr
Finland,Sudan,2.20834814,0.9814880625,44.4%,drr
Canada,Nicaragua,11.15515603,0.9613416338,8.7%,drr
Slovenia,Egypt,0.96461606,0.9341781615,100%,drr
Austria,Pakistan,1.59879837,0.9184487112,57.4%,drr
Canada,Lebanon,52.15632601,0.8873171966,1.8%,drr
Slovenia,Congo,0.85791631,0.8579163126,100%,drr
Portugal,Timor-Leste,16.69483877,0.8398599359,5%,drr
France,Senegal,269.12323260,0.837366783,2.4%,drr
Slovenia,Bosnia and Herzegovina,1.45894234,0.812690202,74.8%,drr
Lithuania,Viet Nam,0.78095600,0.7595110933,99.8%,drr
Lithuania,Ukraine,3.37378148,0.7303936797,30.9%,drr
Portugal,Sao Tome and Principe,14.34961198,0.7300763142,5.1%,drr
Portugal,Central African Republic,1.08918325,0.7039350148,64.6%,drr
Slovenia,Uganda,0.85496548,0.6931105523,100%,drr
Austria,Armenia,4.36889640,0.6770108852,15.5%,drr
Canada,Honduras,11.76725676,0.6730966424,5.9%,drr
Czechia,Ethiopia,6.30932785,0.644619575,10.2%,drr
Netherlands,Indonesia,4.68944761,0.6379196826,13.6%,drr
Portugal,Ethiopia,0.69967290,0.6359315867,90.9%,drr
Finland,West Bank and Gaza Strip,11.50640122,0.6134300391,5.3%,drr
Finland,Tajikistan,1.14284216,0.5985124637,52.4%,drr
Iceland,Afghanistan,1.55463427,0.5721544264,36.8%,drr
Czechia,Zambia,4.00499577,0.572057598,14.3%,drr
Slovenia,Cabo Verde,0.56181353,0.5618135314,100%,drr
Slovenia,Angola,0.55853712,0.5585371159,100%,drr
Finland,Kyrgyzstan,1.07656972,0.5551541854,51.6%,drr
Slovenia,North Macedonia,1.74470891,0.5457591591,76.2%,drr
Denmark,Syrian Arab Republic,57.95574066,0.4842281873,0.9%,drr
Netherlands,Lebanon,18.50699818,0.4776496326,2.6%,drr
Iceland,Ethiopia,0.80380237,0.4724576382,58.8%,drr
Lithuania,Armenia,0.61931450,0.4639385913,86.4%,drr
Denmark,Indonesia,7.53221575,0.4577584398,6.2%,drr
Poland,Kenya,3.41201049,0.4227433332,12.4%,drr
Slovenia,Kenya,0.38890401,0.3485319832,89.6%,drr
Czechia,Iraq,4.72285780,0.3433581733,7.5%,drr
Czechia,Jordan,2.43020207,0.3433581733,14.1%,drr
Czechia,Lebanon,1.66949561,0.3318094447,19.9%,drr
Denmark,Libya,1.96648331,0.3179786,16.2%,drr
Poland,Georgia,3.66190780,0.3156590668,8.6%,drr
Lithuania,Georgia,1.50977280,0.3105612469,34%,drr
Finland,Yemen,6.90649004,0.3067150195,7%,drr
Slovenia,Montenegro,0.47494627,0.2953938779,96%,drr
Iceland,Sierra Leone,2.45550274,0.279508423,11.4%,drr
Czechia,Myanmar,1.56768789,0.2693600653,17.2%,drr
Lithuania,Tajikistan,0.24997013,0.241497963,97.8%,drr
Poland,West Bank and Gaza Strip,1.37824363,0.2310369174,16.8%,drr
Poland,Moldova,2.22175645,0.2249705826,10.1%,drr
Czechia,Ukraine,4.47451346,0.2200972058,4.9%,drr
Iceland,Yemen,1.01181506,0.2200662714,21.7%,drr
Czechia,Cambodia,2.53644186,0.2154880522,8.5%,drr
Lithuania,Moldova,0.24559685,0.160540541,68.8%,drr
Poland,Sudan,0.25414426,0.1501369198,59.1%,drr
Czechia,Bangladesh,0.28022392,0.1373432693,49%,drr
Slovak Republic,Moldova,1.19701801,0.132058618,11%,drr
Czechia,Bosnia and Herzegovina,6.51465262,0.0978384363,1.5%,drr
Lithuania,Yemen,0.14717092,0.0751100652,99%,drr
Lithuania,Belarus,3.23754697,0.0723030622,5.6%,drr
Lithuania,West Bank and Gaza Strip,0.07571553,0.0503237437,73.2%,drr
Lithuania,Lebanon,0.05930305,0.0375550326,80.1%,drr
Lithuania,Syrian Arab Republic,0.08115017,0.0375550326,84.7%,drr
Poland,Lebanon,3.47110903,0.0347806667,1%,drr
Poland,Libya,0.02927573,0.0149513018,51.1%,drr
Slovak Republic,Georgia,1.32817282,0.0066029307,0.5%,drr
Poland,Iran,3.21212680,0.0006515909,0%,drr
All DAC members,Yemen,2 276.33258434,930.541286187,55.5%,nutrition
All DAC members,Ethiopia,3 101.67140471,790.666450531,35.4%,nutrition
United States,Yemen,1 062.87898283,672.943359017,63.3%,nutrition
United States,Ethiopia,1 482.18510702,567.988860846,38.3%,nutrition
All DAC members,India,5 524.27105582,530.793966041,15.8%,nutrition
Japan,India,2 800.66151815,506.281067061,18.1%,nutrition
All DAC members,Bangladesh,4 144.52542916,505.128417086,14.4%,nutrition
All DAC members,Democratic Republic of the Congo,2 098.88057910,500.590206243,33.3%,nutrition
All DAC members,Sudan,1 272.55825372,456.189409672,47.4%,nutrition
All DAC members,South Sudan,1 561.66544596,433.529462822,36.4%,nutrition
United States,Democratic Republic of the Congo,1 046.31870887,380.325967846,36.3%,nutrition
All DAC members,Afghanistan,3 781.61743791,375.724328051,12.9%,nutrition
All DAC members,Syrian Arab Republic,2 882.22866463,365.924159157,20%,nutrition
United States,South Sudan,942.64824082,344.858792407,36.6%,nutrition
All DAC members,Nigeria,2 035.39406163,309.944625628,17.5%,nutrition
United States,Syrian Arab Republic,1 003.38293015,301.147866741,30%,nutrition
United States,Sudan,634.41865304,287.980845431,45.4%,nutrition
United States,Nigeria,1 183.49432881,224.720562609,19%,nutrition
Japan,Indonesia,717.95595658,208.425870769,29.3%,nutrition
Japan,Bangladesh,2 315.51722318,189.80915925,8.2%,nutrition
United States,Somalia,551.60001905,182.622583938,33.1%,nutrition
Japan,Myanmar,838.77816730,177.429561807,21.3%,nutrition
United States,Afghanistan,2 195.88566921,174.293453012,7.9%,nutrition
United Kingdom,Yemen,238.64354287,157.83535937,89.7%,nutrition
United States,Bangladesh,552.50520036,137.365263054,24.9%,nutrition
United Kingdom,Ethiopia,222.36596460,121.962042512,56.3%,nutrition
EU Institutions,Sudan,116.38254503,107.818533113,92.6%,nutrition
Japan,Viet Nam,303.15882030,88.435315874,30%,nutrition
EU Institutions,Afghanistan,127.76009824,64.437919738,50.4%,nutrition
EU Institutions,Bangladesh,104.63314966,62.117627132,59.4%,nutrition
United Kingdom,Somalia,119.30240236,53.578793538,45.4%,nutrition
United Kingdom,Nigeria,109.44382141,49.234709551,48.9%,nutrition
EU Institutions,Türkiye,1 553.52308153,47.57054523,4.2%,nutrition
EU Institutions,Georgia,228.78855915,47.566999903,59.8%,nutrition
Canada,Senegal,70.10984850,46.870487841,68.8%,nutrition
EU Institutions,Burundi,68.53965959,45.3714801,66.2%,nutrition
Canada,South Sudan,97.05478364,44.813532697,46.2%,nutrition
Australia,Bangladesh,95.12178857,44.65154029,52.9%,nutrition
United Kingdom,Democratic Republic of the Congo,46.34362364,37.570095083,87.1%,nutrition
EU Institutions,Democratic Republic of the Congo,198.88476103,37.40108022,18.8%,nutrition
EU Institutions,Haiti,86.25116788,36.718065318,42.6%,nutrition
Japan,Kenya,213.23084298,34.445550208,16.6%,nutrition
Japan,Paraguay,70.95770801,34.096374742,49.5%,nutrition
Japan,Senegal,45.24083624,31.53440432,74.3%,nutrition
United Kingdom,Bangladesh,48.66333396,31.080957438,77.2%,nutrition
EU Institutions,Mali,203.42297075,31.058813566,15.3%,nutrition
Canada,Bangladesh,88.72752441,29.774043135,33.9%,nutrition
Canada,Tanzania,65.01095069,29.534232485,46.1%,nutrition
EU Institutions,Chad,46.74482508,28.917322602,61.9%,nutrition
United Kingdom,Sudan,77.72087762,28.808382169,37.9%,nutrition
Switzerland,Afghanistan,42.00995539,27.144972711,65.8%,nutrition
Japan,Cambodia,211.92756121,26.758994544,12.9%,nutrition
Japan,Yemen,43.77698603,26.507931836,60.7%,nutrition
Australia,Afghanistan,51.39378030,26.163340994,51.1%,nutrition
