donor_name_e,variable,2023,2024,marker
Greece,Total bilateral allocable aid,4.17807740810525,11.5969193995241,biodiversity
Greece,as % of screened aid,3.1492701716344,0.500563968758652,biodiversity
Greece,Total bilateral non-allocable aid,53.1514806773858,54.4446014492754,biodiversity
Iceland,Principal objective,0.201483279708473,0.8899394925,biodiversity
Iceland,Significant objective,11.8359049817255,7.2328994781,biodiversity
Iceland,Total of aid focused on policy objective,12.037388261434,8.1228389706,biodiversity
Iceland,Not targeted,60.2263533172722,60.7766306208,biodiversity
Iceland,Not screened,,,biodiversity
Iceland,Total bilateral allocable aid,72.2637415787062,68.8994695914,biodiversity
Iceland,as % of screened aid,16.6575768130183,11.7894071155722,biodiversity
Iceland,Total bilateral non-allocable aid,19.8141804031848,20.107077318,biodiversity
Poland,Principal objective,0.275833693666968,0.663178723900772,biodiversity
Poland,Significant objective,1.26682471812749,1.2726976825615,biodiversity
Poland,Total of aid focused on policy objective,1.54265841179446,1.93587640646227,biodiversity
Poland,Not targeted,141.092568766576,148.010252689761,biodiversity
Poland,Not screened,132.065661800211,17.7713240210671,biodiversity
Poland,Total bilateral allocable aid,274.700888978581,167.717453117291,biodiversity
Poland,as % of screened aid,1.08154096453698,1.29104793710278,biodiversity
Poland,Total bilateral non-allocable aid,1606.35396404253,579.802287308166,biodiversity
Slovak Republic,Principal objective,0.864643499958639,0.174917802,biodiversity
Slovak Republic,Significant objective,0.133519440880641,0.705828467,biodiversity
Slovak Republic,Total of aid focused on policy objective,0.998162940839279,0.880746269,biodiversity
Slovak Republic,Not targeted,33.7891444230866,25.576172241,biodiversity
Slovak Republic,Not screened,0.016773798986082,,biodiversity
Slovak Republic,Total bilateral allocable aid,34.804081162912,26.45691851,biodiversity
Slovak Republic,as % of screened aid,2.86933084644075,3.32898280904143,biodiversity
Slovak Republic,Total bilateral non-allocable aid,4.79294873292416,12.853496749,biodiversity
Lithuania,Principal objective,,,biodiversity
Lithuania,Significant objective,0.0809219662289168,0.079594343506,biodiversity
Lithuania,Total of aid focused on policy objective,0.0809219662289168,0.079594343506,biodiversity
Lithuania,Not targeted,26.3761307643014,67.081023740764,biodiversity
Lithuania,Not screened,52.6030967734793,11.418111141282,biodiversity
Lithuania,Total bilateral allocable aid,79.0601495040095,78.578729225552,biodiversity
Lithuania,as % of screened aid,0.305861605421893,0.118513417202517,biodiversity
Lithuania,Total bilateral non-allocable aid,39.4882061854276,16.794169736812,biodiversity
Latvia,Principal objective,,,biodiversity
Latvia,Significant objective,0.253792445785948,,biodiversity
Latvia,Total of aid focused on policy objective,0.253792445785948,0,biodiversity
Latvia,Not targeted,35.9074477185763,9.14461804023362,biodiversity
Latvia,Not screened,,,biodiversity
Latvia,Total bilateral allocable aid,36.1612401643623,9.14461804023362,biodiversity
Latvia,as % of screened aid,0.701835569334444,0,biodiversity
Latvia,Total bilateral non-allocable aid,46.984631503333,16.0796440254813,biodiversity
Australia,Principal objective,55.8661559126738,63.4274310768013,climate_mitigation
Australia,Significant objective,626.626254153902,510.82783892496,climate_mitigation
Australia,Total of aid focused on policy objective,682.492410066575,574.255270001761,climate_mitigation
Australia,Not targeted,1804.48789603577,1767.04877633024,climate_mitigation
Australia,Not screened,,,climate_mitigation
Australia,Total bilateral allocable aid,2486.98030610234,2341.304046332,climate_mitigation
Australia,as % of screened aid,27.4426141771985,24.5271548947869,climate_mitigation
Australia,Total bilateral non-allocable aid,287.833151111826,661.839305760095,climate_mitigation
Austria,Principal objective,17.5946883151025,43.3623656067489,climate_mitigation
Austria,Significant objective,55.3560002485248,33.1039791152931,climate_mitigation
Austria,Total of aid focused on policy objective,72.9506885636273,76.466344722042,climate_mitigation
Austria,Not targeted,396.103860439072,363.605407105776,climate_mitigation
Austria,Not screened,0.281399136209114,0.0178297966688298,climate_mitigation
Austria,Total bilateral allocable aid,469.335948138908,440.089581624486,climate_mitigation
Austria,as % of screened aid,15.5527088946764,17.3758811840211,climate_mitigation
Austria,Total bilateral non-allocable aid,549.653010683639,402.275709658231,climate_mitigation
Belgium,Principal objective,41.6146464631985,54.4932170235778,climate_mitigation
Belgium,Significant objective,184.647996151255,207.878245727882,climate_mitigation
Belgium,Total of aid focused on policy objective,226.262642614454,262.37146275146,climate_mitigation
Belgium,Not targeted,518.297080312508,323.388017131733,climate_mitigation
Belgium,Not screened,236.728267083544,296.84417128488,climate_mitigation
Belgium,Total bilateral allocable aid,981.287990010506,882.603651168073,climate_mitigation
Belgium,as % of screened aid,30.38878355184,44.7916716266854,climate_mitigation
Belgium,Total bilateral non-allocable aid,458.736113675234,569.393786545533,climate_mitigation
Canada,Principal objective,86.8645519974865,186.522924832166,climate_mitigation
Canada,Significant objective,140.329287607253,35.2495894241161,climate_mitigation
Canada,Total of aid focused on policy objective,227.193839604739,221.772514256282,climate_mitigation
Canada,Not targeted,4513.31520214538,3074.7619781417,climate_mitigation
Canada,Not screened,,7.02174452554745,climate_mitigation
Canada,Total bilateral allocable aid,4740.50904175012,3303.55623692353,climate_mitigation
Canada,as % of screened aid,4.7926042879324,6.7274440709692,climate_mitigation
Canada,Total bilateral non-allocable aid,2022.10395962474,2129.46806473288,climate_mitigation
Denmark,Principal objective,65.7003695663988,175.169066783171,climate_mitigation
Denmark,Significant objective,262.006009182602,310.758386308065,climate_mitigation
Denmark,Total of aid focused on policy objective,327.706378749001,485.927453091236,climate_mitigation
Denmark,Not targeted,918.976889175171,1485.24987297435,climate_mitigation
Denmark,Not screened,346.496441023997,37.8530732382928,climate_mitigation
Denmark,Total bilateral allocable aid,1593.17970894817,2009.03039930387,climate_mitigation
Denmark,as % of screened aid,26.2862578796504,24.6516356831851,climate_mitigation
Denmark,Total bilateral non-allocable aid,382.183728937809,352.193325601497,climate_mitigation
EU Institutions,Principal objective,1024.37686382673,1788.91452520009,climate_mitigation
EU Institutions,Significant objective,3630.99135816435,5477.68972528661,climate_mitigation
EU Institutions,Total of aid focused on policy objective,4655.36822199108,7266.6042504867,climate_mitigation
EU Institutions,Not targeted,16645.4478122532,15359.1922128488,climate_mitigation
EU Institutions,Not screened,,,climate_mitigation
EU Institutions,Total bilateral allocable aid,21300.8160342443,22625.7964633355,climate_mitigation
EU Institutions,as % of screened aid,21.855351525063,32.116457258254,climate_mitigation
EU Institutions,Total bilateral non-allocable aid,22307.0150630274,20301.1546201601,climate_mitigation
Finland,Principal objective,90.1725329126871,7.9732078736751,climate_mitigation
Finland,Significant objective,26.4093326564027,61.6841888384166,climate_mitigation
Finland,Total of aid focused on policy objective,116.58186556909,69.6573967120917,climate_mitigation
Finland,Not targeted,442.649014896711,340.057863789747,climate_mitigation
Finland,Not screened,6.35792009677256,1.7431692497188,climate_mitigation
Finland,Total bilateral allocable aid,565.588800562573,411.458429751557,climate_mitigation
Finland,as % of screened aid,20.846821883653,17.0014162095822,climate_mitigation
Finland,Total bilateral non-allocable aid,315.605610733284,338.635994711346,climate_mitigation
France,Principal objective,3109.30860738934,2476.17216070852,climate_mitigation
France,Significant objective,1193.26964838421,1834.74486525157,climate_mitigation
France,Total of aid focused on policy objective,4302.57825577355,4310.91702596009,climate_mitigation
France,Not targeted,3909.94945859184,4116.09638131806,climate_mitigation
France,Not screened,1309.39113766021,387.716154648399,climate_mitigation
France,Total bilateral allocable aid,9521.91885202559,8814.72956192655,climate_mitigation
France,as % of screened aid,52.3904260103435,51.1559293620785,climate_mitigation
France,Total bilateral non-allocable aid,3030.14583466525,3161.72883813541,climate_mitigation
Germany,Principal objective,4824.41842228047,2876.23769023297,climate_mitigation
Germany,Significant objective,3033.60958017966,3537.37468731298,climate_mitigation
Germany,Total of aid focused on policy objective,7858.02800246013,6413.61237754595,climate_mitigation
Germany,Not targeted,12666.6445528451,9531.31193217007,climate_mitigation
Germany,Not screened,240.787654202451,2501.54336251864,climate_mitigation
Germany,Total bilateral allocable aid,20765.4602095077,18446.4676722347,climate_mitigation
Germany,as % of screened aid,38.2857654916837,40.2235360480063,climate_mitigation
Germany,Total bilateral non-allocable aid,11263.1643242879,10389.0330425507,climate_mitigation
Ireland,Principal objective,23.7306398742318,22.3575336097777,climate_mitigation
Ireland,Significant objective,36.5442118080925,67.3702220424911,climate_mitigation
Ireland,Total of aid focused on policy objective,60.2748516823243,89.7277556522688,climate_mitigation
Ireland,Not targeted,503.93180629181,537.210644293654,climate_mitigation
Ireland,Not screened,76.5176398229449,22.1849061323816,climate_mitigation
Ireland,Total bilateral allocable aid,640.724297797079,649.123306078304,climate_mitigation
Ireland,as % of screened aid,10.6831159878102,14.3120529321554,climate_mitigation
Ireland,Total bilateral non-allocable aid,1602.56954940478,1132.1576951287,climate_mitigation
Italy,Principal objective,74.6908452725391,485.541613151633,climate_mitigation
Italy,Significant objective,121.943261790636,298.326416288125,climate_mitigation
Italy,Total of aid focused on policy objective,196.634107063175,783.868029439758,climate_mitigation
Italy,Not targeted,676.877575319257,981.096130382508,climate_mitigation
Italy,Not screened,260.543677928589,251.422267174995,climate_mitigation
Italy,Total bilateral allocable aid,1134.05536031102,2016.38642699726,climate_mitigation
Italy,as % of screened aid,22.5107587029485,44.4126882167791,climate_mitigation
Italy,Total bilateral non-allocable aid,1580.83597130466,1996.7029703926,climate_mitigation
Japan,Principal objective,12313.3449828422,1269.2939182744,climate_mitigation
Japan,Significant objective,276.036092514167,4340.01315592298,climate_mitigation
Japan,Total of aid focused on policy objective,12589.3810753564,5609.30707419739,climate_mitigation
Japan,Not targeted,13023.2608086745,7841.14397033057,climate_mitigation
Japan,Not screened,0,808.716841012231,climate_mitigation
Japan,Total bilateral allocable aid,25612.6418840309,14259.1678855402,climate_mitigation
Japan,as % of screened aid,49.152996915971,41.7034867873775,climate_mitigation
Japan,Total bilateral non-allocable aid,1323.50308154759,691.381700888208,climate_mitigation
Korea,Principal objective,1325.59407792457,549.987331,climate_mitigation
Korea,Significant objective,953.775569683566,885.697009,climate_mitigation
Korea,Total of aid focused on policy objective,2279.36964760814,1435.68434,climate_mitigation
Korea,Not targeted,2316.919012831,4438.776895,climate_mitigation
Korea,Not screened,83.3838147267491,2.800163,climate_mitigation
Korea,Total bilateral allocable aid,4679.67247516589,5877.261398,climate_mitigation
Korea,as % of screened aid,49.5915251630511,24.4394214646648,climate_mitigation
Korea,Total bilateral non-allocable aid,129.933866651792,132.988955,climate_mitigation
Luxembourg,Principal objective,6.14941018419816,9.85045814381679,climate_mitigation
Luxembourg,Significant objective,21.4818819801397,12.3461736350151,climate_mitigation
Luxembourg,Total of aid focused on policy objective,27.6312921643379,22.1966317788319,climate_mitigation
Luxembourg,Not targeted,377.318190769241,357.379261438336,climate_mitigation
Luxembourg,Not screened,0,,climate_mitigation
Luxembourg,Total bilateral allocable aid,404.949482933579,379.575893217167,climate_mitigation
Luxembourg,as % of screened aid,6.82339238074051,5.8477453851719,climate_mitigation
Luxembourg,Total bilateral non-allocable aid,35.8299206478804,41.1013316890007,climate_mitigation
Netherlands,Principal objective,188.62432562185,153.944344057677,climate_mitigation
Netherlands,Significant objective,862.752497056322,389.166451043463,climate_mitigation
Netherlands,Total of aid focused on policy objective,1051.37682267817,543.11079510114,climate_mitigation
Netherlands,Not targeted,3151.26439792783,2022.97080257726,climate_mitigation
Netherlands,Not screened,0,0,climate_mitigation
Netherlands,Total bilateral allocable aid,4202.64122060601,2566.0815976784,climate_mitigation
Netherlands,as % of screened aid,25.0170492195041,21.1649853844284,climate_mitigation
Netherlands,Total bilateral non-allocable aid,1796.98109185622,1824.81486209024,climate_mitigation
New Zealand,Principal objective,88.0063504986982,65.5930237529028,climate_mitigation
New Zealand,Significant objective,102.253920717549,33.8446146586841,climate_mitigation
New Zealand,Total of aid focused on policy objective,190.260271216247,99.4376384115868,climate_mitigation
